accommodation_name,accommodation_address,accommodation_rating,City
Clifton Motel,"424 Smollett St, Albury NSW 2640, Australia",4.0,TALLANGATTA
Northside Hotel Motel,"305 Urana Rd, Lavington NSW 2641, Australia",4.1,TALLANGATTA
Albury Burvale Motor Inn,"671 Young St, Albury NSW 2640, Australia",4.0,TALLANGATTA
Albury City Motel,"729 Young St, Albury NSW 2640, Australia",4.2,TALLANGATTA
Albury Coach House Motel,"476 Wagga Rd, Lavington NSW 2641, Australia",3.3,TALLANGATTA
Albury Central Motel,"473 Young St, Albury NSW 2640, Australia",3.4,TALLANGATTA
Wangaratta Motor Inn,"Roy St E & Ovens Street, Wangaratta VIC 3677, Australia",3.7,WANGARATTA
Ryley Motor Inn,"52 Ryley St, Wangaratta VIC 3677, Australia",4.6,WANGARATTA
City Reach Motel,"55 Ryley St, Wangaratta VIC 3677, Australia",3.9,WANGARATTA
Advance Motel,"55 Parfitt Rd, Wangaratta VIC 3677, Australia",4.5,WANGARATTA
Millers Cottage Motel,"26 Parfitt Rd, Wangaratta VIC 3677, Australia",3.8,WANGARATTA
Gardenview Lodge Motel,"235-249 Tone Rd, Wangaratta VIC 3677, Australia",4.2,WANGARATTA
Hermitage Motor Inn,"7 Cusack St, Wangaratta VIC 3677, Australia",4.4,WANGARATTA
Central Wangaratta Motel,"11/13 Ely St, Wangaratta VIC 3677, Australia",3.9,WANGARATTA
Wangaratta North Family Motel,"372 Bowser Rd, Wangaratta VIC 3678, Australia",4.5,WANGARATTA
Billabong Motel,"12 Chisholm St, Wangaratta VIC 3677, Australia",4.5,WANGARATTA
Glenrowan Kelly Country Motel,"44 Gladstone St, Glenrowan VIC 3675, Australia",4.6,WANGARATTA
Wang Stays,"31 Perry St, Wangaratta VIC 3677, Australia",4.3,WANGARATTA
Milawa Motel,"1615 Snow Rd, Milawa VIC 3678, Australia",4.5,WANGARATTA
Short Stops,"41 Murdoch Rd, Wangaratta VIC 3677, Australia",4.5,WANGARATTA
Waldara Cottage,"45 Waldara Dr, Waldara VIC 3678, Australia",4.9,WANGARATTA
Springhurst Butter Factory,"160 Anzac Rd, Springhurst VIC 3682, Australia",4.7,WANGARATTA
Cottonwoods Accommodation,"2139 Snow Rd, Markwood VIC 3678, Australia",4.7,WANGARATTA
Yarranungara Yurt Retreat,"512 Oxley-Meadow Creek Rd, Oxley VIC 3678, Australia",4.9,WANGARATTA
Casa Pizzini,"18 Wangandary Rd, Wangaratta VIC 3677, Australia",0.0,WANGARATTA
Longview Holiday Let,"282/70619 Upper Taminick Rd, Glenrowan VIC 3675, Australia",0.0,WANGARATTA
Comfort Inn On Raglan,"349 Raglan Parade, Warrnambool VIC 3280, Australia",4.3,WARRNAMBOOL
Best Western Olde Maritime,"110-116 Merri St, Warrnambool VIC 3280, Australia",4.5,WARRNAMBOOL
Comfort Inn Warrnambool International,"75-77 Banyan St, Warrnambool VIC 3280, Australia",4.4,WARRNAMBOOL
Motel Warrnambool,"65 Raglan Parade, Warrnambool VIC 3280, Australia",4.2,WARRNAMBOOL
Warrnambool Holiday Park and Motel,"100 Simpson St, Warrnambool VIC 3280, Australia",4.1,WARRNAMBOOL
Best Western Tudor Motor Inn,"519 Raglan Parade, Warrnambool VIC 3280, Australia",3.9,WARRNAMBOOL
Mid City Motel Warrnambool,"525 Raglan Parade, Warrnambool VIC 3280, Australia",4.2,WARRNAMBOOL
ELM TREE MOTEL,"179 Kepler St, Warrnambool VIC 3280, Australia",4.5,WARRNAMBOOL
Quest Warrnambool,"15-19 Liebig St, Warrnambool VIC 3280, Australia",4.5,WARRNAMBOOL
Best Western Colonial Village Motel,"31 Mortlake Rd, Warrnambool VIC 3280, Australia",4.4,WARRNAMBOOL
Redwood Manor Motel Apartments,"251-253 Koroit St, Warrnambool VIC 3280, Australia",3.9,WARRNAMBOOL
Blue Whale Motor Inn & Apartments,"Blue Whale Motor Inn & Apartments, 367 Raglan Parade, Warrnambool VIC 3280, Australia",4.4,WARRNAMBOOL
Gateway Motor Inn Warrnambool,"69 Raglan Parade, Warrnambool VIC 3280, Australia",4.2,WARRNAMBOOL
City Central Motel & Apartments,"14 King St, Warrnambool VIC 3280, Australia",3.9,WARRNAMBOOL
Raglan Motor Inn,"376 Raglan Parade, Warrnambool VIC 3280, Australia",4.7,WARRNAMBOOL
Discovery Parks - Warrnambool,"25 Pertobe Rd, Warrnambool VIC 3280, Australia",4.1,WARRNAMBOOL
Warrnambool Central Court Motel,"581 Raglan Parade, Warrnambool VIC 3280, Australia",4.4,WARRNAMBOOL
Anchor Belle Motel,"1 Darling St, Warrnambool VIC 3280, Australia",4.2,WARRNAMBOOL
Downtown Motel,"620 Princes Hwy, Warrnambool VIC 3280, Australia",3.8,WARRNAMBOOL
Hopkins House Motel & Apartments,"2/4 Whites Rd, Warrnambool VIC 3280, Australia",4.3,WARRNAMBOOL
THE WURRUK MOTEL,"46-54 Wurruk Way, Wurruk VIC 3850, Australia",3.8,SALE
Rivers Apartments & Motel Sale Gippsland,"1/1/15 Princes Hwy, Wurruk VIC 3850, Australia",4.1,SALE
ibis Styles Sale,"25-41 Princes Hwy, Sale VIC 3850, Australia",3.6,SALE
Midtown Motor Inn,"91 York St, Sale VIC 3850, Australia",4.1,SALE
Motel24seven.com.au & Apartments,"386 York St, Sale VIC 3850, Australia",4.4,SALE
The Matador Motel,"Princes Hwy &, Raymond St, Sale VIC 3850, Australia",4.5,SALE
Comfort Inn & Suites King Avenue,"20-26 Princes Hwy, Sale VIC 3850, Australia",4.3,SALE
Sale Motor Village,"2-6 Foster St, Sale VIC 3850, Australia",3.6,SALE
Quest Sale,"180/184 York St, Sale VIC 3850, Australia",4.4,SALE
Best Western Aspen & Apartments,"342 York St, Sale VIC 3850, Australia",4.7,SALE
At Home Apartments,"12 Pearson St, Sale VIC 3850, Australia",4.9,SALE
Mansi On Raymond,"476 Raymond St, Sale VIC 3850, Australia",4.8,SALE
Maffra Motor Inn,"184 Johnson St, Maffra VIC 3860, Australia",4.4,SALE
Stratford Motel BnB,"26 Tyers St, Stratford VIC 3862, Australia",4.2,SALE
Criterion Hotel,"90 MacAlister St, Sale VIC 3850, Australia",4.5,SALE
Stratford on the River Tourist Park,"2-16 McMillan St, Stratford VIC 3862, Australia",4.5,SALE
Bon Accord Bed & Breakfast,"153-155 Dawson St, Sale VIC 3850, Australia",4.7,SALE
Tinamba Hotel,"4-6 Tinamba-Seaton Rd, Tinamba VIC 3859, Australia",4.6,SALE
Port Sale Apartments,"110 Foster St, Sale VIC 3850, Australia",0.0,SALE
Maffra Lodge,"2 Pearson St, Maffra VIC 3860, Australia",3.9,SALE
Edenhope Motor Inn,"157 Elizabeth St, Edenhope VIC 3318, Australia",4.0,EDENHOPE
Bottlemart Express - Lake Wallace Hotel,"46 Elizabeth St, Edenhope VIC 3318, Australia",3.7,EDENHOPE
Edenhope Lakeside Tourist Park,"Lake St, Edenhope VIC 3318, Australia",4.5,EDENHOPE
Ardwick Homestead Farmstay,"1340 Wimmera Hwy, Apsley VIC 3319, Australia",5.0,EDENHOPE
Nunawading Motor Inn,"245 Whitehorse Rd, Nunawading VIC 3131, Australia",3.5,NUNAWADING
The Burvale Hotel,"Cnr Springvale Rd &, Burwood Hwy, Nunawading VIC 3131, Australia",3.8,NUNAWADING
Beau Monde International,"934 Doncaster Rd, Doncaster East VIC 3109, Australia",3.9,NUNAWADING
Canterbury International Hotel,"326 Canterbury Rd, Forest Hill VIC 3131, Australia",4.3,NUNAWADING
Quality Hotel Manor,"669 Maroondah Hwy, Mitcham VIC 3132, Australia",3.8,NUNAWADING
Nightcap at Manhattan Hotel,"Cnr Heatherdale & Canterbury Roads, Ringwood VIC 3134, Australia",5.0,NUNAWADING
Park Avenue - Forest Hill,"305 Canterbury Rd, Forest Hill VIC 3131, Australia",4.3,NUNAWADING
Best Western Plus The Tudor,"1101 Whitehorse Rd, Box Hill VIC 3128, Australia",3.6,NUNAWADING
Motel Maroondah,"768 Whitehorse Rd, Mont Albert VIC 3127, Australia",2.5,NUNAWADING
Burwood East Motel,"355 Blackburn Road, Melbourne (burwood East) VIC 3151, Australia",4.0,NUNAWADING
Shoppingtown Hotel,"19 Williamsons Rd, Doncaster VIC 3108, Australia",3.9,NUNAWADING
Quest Burwood East,"315 Burwood Hwy, Burwood East VIC 3151, Australia",4.7,NUNAWADING
Ringwood Lake Inn,"327 Maroondah Hwy, Melbourne VIC 3134, Australia",3.9,NUNAWADING
Manhattan Hotel,"Heatherdale Road &, Canterbury Rd, Ringwood VIC 3134, Australia",3.8,NUNAWADING
ADA Homestay,"18 Ada St, Doncaster VIC 3108, Australia",4.0,NUNAWADING
The Waverley International Hotel,"301 Springvale Rd, Glen Waverley VIC 3150, Australia",3.8,NUNAWADING
Knox International Hotel and Apartments,"137 Mountain Hwy, Wantirna VIC 3152, Australia",3.3,NUNAWADING
Box Hill Motel,"177 Station St, Burwood VIC 3125, Australia",4.4,NUNAWADING
Rose Avenue Home Stay,"9 Roseville Ave, Doncaster VIC 3108, Australia",4.5,NUNAWADING
Elizabethan Lodge,"604-610 Middleborough Rd, Blackburn North VIC 3130, Australia",4.2,NUNAWADING
Best Western Mill Park Motel & Conference Centre,"14 The Link, Mill Park VIC 3082, Australia",4.0,SOUTH MORANG
Mantra Epping,"250 Cooper St, Epping VIC 3076, Australia",4.4,SOUTH MORANG
Quest Bundoora,"40 Janefield Dr, Bundoora VIC 3083, Australia",4.3,SOUTH MORANG
Eltham Motor Inn,"1450 Main Rd, Eltham VIC 3095, Australia",4.1,SOUTH MORANG
Quest Epping,"Corner of Cooper and, Miller St, Epping VIC 3076, Australia",4.2,SOUTH MORANG
Eltham Gateway Hotel & Conference Centre,"1339 Main Rd, Eltham VIC 3095, Australia",3.7,SOUTH MORANG
Meadow Inn Hotel-Motel,"1435 Sydney Rd, Fawkner VIC 3061, Australia",3.6,SOUTH MORANG
Commercial Hotel,"Plenty Rd, South Morang VIC 3752, Australia",3.7,SOUTH MORANG
Parkside Inn Motel & Conference Centre,"1045 Plenty Rd, Bundoora VIC 3083, Australia",3.2,SOUTH MORANG
Best Western Mahoneys Motor Inn,"47A Mahoneys Rd, Reservoir VIC 3073, Australia",3.7,SOUTH MORANG
Comfort Inn Greensborough,"245 Greensborough Rd, Greensborough VIC 3085, Australia",3.9,SOUTH MORANG
Greensborough Motor Inn,"245 Greensborough Rd, Macleod VIC 3085, Australia",3.7,SOUTH MORANG
St Georges Motor Inn,"334 St Georges Rd, Thornbury VIC 3071, Australia",4.0,SOUTH MORANG
The Greensborough Hotel,"75 Main St, Greensborough VIC 3088, Australia",3.8,SOUTH MORANG
Hume Villa Motor Inn,"1324 Sydney Rd, Fawkner VIC 3060, Australia",3.9,SOUTH MORANG
Excelsior Hotel,"82 Mahoneys Rd, Thomastown VIC 3074, Australia",3.9,SOUTH MORANG
Bell Motel,"2 Patterson St, Preston VIC 3072, Australia",4.1,SOUTH MORANG
Coburg Motor Inn,"726 Sydney Rd, Coburg North VIC 3058, Australia",2.6,SOUTH MORANG
Nightcap at Excelsior Hotel,"82 Mahoneys Rd, Thomastown VIC 3074, Australia",3.0,SOUTH MORANG
Katie's Antique House,"54 Oxford Dr, Thomastown VIC 3074, Australia",1.0,SOUTH MORANG
Motel Wellington Wodonga,"46 High St, Wodonga VIC 3690, Australia",4.0,WODONGA
Warrina Motor Inn,"31 High St, Wodonga VIC 3690, Australia",4.1,WODONGA
Stagecoach Motel Wodonga,"188 Melbourne Rd, Wodonga VIC 3690, Australia",4.6,WODONGA
MOTEL 24,"13 High St, Wodonga VIC 3690, Australia",4.5,WODONGA
Quest Wodonga,"46 Reid St, Wodonga VIC 3690, Australia",4.3,WODONGA
Twin City Motor Inn,"166 Melbourne Rd, Wodonga VIC 3690, Australia",3.8,WODONGA
Belvoir Village Motel,"2 Trafalgar St, West Wodonga VIC 3690, Australia",4.2,WODONGA
Econo Lodge Border Gateway Wodonga,"6 Moorefield Park Dr, Wodonga VIC 3690, Australia",4.5,WODONGA
Murray Valley Motel,"196 Melbourne Rd, Wodonga VIC 3690, Australia",4.4,WODONGA
Blazing Stump Motel & Suites Wodonga,"4327 Anzac Parade, Wodonga VIC 3690, Australia",4.4,WODONGA
BEST WESTERN PLUS Hovell Tree Inn,"614 Hovell St, Albury NSW 2640, Australia",4.4,WODONGA
Elm Court Motel,"435 Townsend St, Albury NSW 2640, Australia",3.7,WODONGA
Seaton Arms Motor Inn,"600 Olive St, Albury NSW 2640, Australia",4.2,WODONGA
Australia Park Motel,"356 Wodonga Pl, Albury NSW 2640, Australia",3.5,WODONGA
Hume Country Motor Inn,"736 Logan Rd, Albury NSW 2640, Australia",4.6,WODONGA
Meramie Motor Inn,"597 Kiewa St, Albury NSW 2640, Australia",4.5,WODONGA
The Hume Inn Motel,"406 Wodonga Pl, Albury NSW 2640, Australia",3.8,WODONGA
Astor Hotel Motel,"641 Young St, Albury NSW 2640, Australia",3.9,WODONGA
The Cottage Motor Inn Albury,"523 Hume St, Albury NSW 2640, Australia",4.2,WODONGA
B&B Wodonga - Art Deco Accommodation,"322 Beechworth Rd, Wodonga VIC 3690, Australia",5.0,WODONGA
Werribee Motel & Apartments,"6 Tower Rd, Werribee VIC 3030, Australia",4.0,WERRIBEE
Quest Werribee,"69 Synnot St, Werribee VIC 3030, Australia",4.3,WERRIBEE
Werribee Park Motor Inn,"112-126 Duncans Rd, Werribee VIC 3030, Australia",4.5,WERRIBEE
Monte Villa Motor Inn,"78-80 Old Geelong Rd, Hoppers Crossing VIC 3029, Australia",3.5,WERRIBEE
Werribee Short Stay Villas & Accommodation,"150 Bulban Rd, Werribee VIC 3030, Australia",3.9,WERRIBEE
Apple House,"9 Prism St, Tarneit VIC 3029, Australia",4.1,WERRIBEE
Apple House Point Cook,"41 Creston St, Point Cook VIC 3030, Australia",4.8,WERRIBEE
Melbourne Jumao,"14 Margaret St, Werribee VIC 3030, Australia",0.0,WERRIBEE
Lancemore Mansion Hotel Werribee Park,"Gate 2, K Rd, Werribee VIC 3030, Australia",4.3,WERRIBEE
Quality Suites Point Cook Seasons 5,"454 Point Cook Rd, Point Cook VIC 3030, Australia",4.1,WERRIBEE
Club Laverton,"15 Aviation Rd, Laverton VIC 3028, Australia",3.9,WERRIBEE
Apple House Upper Point Cook,"37 Creston St, Point Cook VIC 3030, Australia",0.0,WERRIBEE
Monte Villa Restaurant & Reception Centre,"78 Old Geelong Rd, Hoppers Crossing VIC 3029, Australia",4.3,WERRIBEE
Quest Sanctuary Lakes,"9 Greg Norman Dr, Point Cook VIC 3030, Australia",4.3,WERRIBEE
The Lodge,"481 Melbourne Rd, Newport VIC 3015, Australia",3.8,WERRIBEE
BOUTIQUE STAYS Gumflower,"7 Attunga Grove, Werribee VIC 3030, Australia",0.0,WERRIBEE
Werribee South Caravan Park,"39 Beach Rd, Werribee South VIC 3030, Australia",4.2,WERRIBEE
Westside Hotel,"Leakes Rd &, Fitzgerald Rd, Laverton VIC 3026, Australia",3.8,WERRIBEE
BOUTIQUE STAYS Carinya,"30 Morialta Cct, Werribee VIC 3030, Australia",0.0,WERRIBEE
Little River Bed and Breakfast,"16 Flinders St, Little River VIC 3211, Australia",4.3,WERRIBEE
Richmond Hill Hotel,"353 Church St, Richmond VIC 3121, Australia",3.9,RICHMOND
Adara Richmond,"185 Lennox St, Richmond VIC 3121, Australia",4.1,RICHMOND
Amora Hotel Riverwalk Melbourne,"649 Bridge Rd, Richmond VIC 3121, Australia",4.2,RICHMOND
Lanbruk Richmond Hill Apartment Hotel,"79 Bridge Rd, Richmond VIC 3181, Australia",5.0,RICHMOND
Knightsbridge Apartments,"101 George St, East Melbourne VIC 3002, Australia",3.5,RICHMOND
Birches Serviced Apartments,"160 Simpson St, East Melbourne VIC 3002, Australia",4.0,RICHMOND
Amity Apartment Hotels,"27-29 Claremont St, South Yarra VIC 3141, Australia",4.4,RICHMOND
Georgian Court Bed and Breakfast,"21 George St, East Melbourne VIC 3002, Australia",3.2,RICHMOND
The Nunnery Accommodation,"116 Nicholson St, Fitzroy VIC 3065, Australia",4.1,RICHMOND
Comfort Hotel East Melbourne,"90 Albert St, East Melbourne VIC 3002, Australia",3.5,RICHMOND
Tribeca Serviced Apartments,"9c/166 Albert St, East Melbourne VIC 3002, Australia",3.4,RICHMOND
Quest East Melbourne,"48 Wellington Parade, East Melbourne VIC 3002, Australia",4.1,RICHMOND
Element Melbourne Richmond,"588 Swan St, Richmond VIC 3121, Australia",4.7,RICHMOND
The Best Western Plus Travel Inn Hotel,"225 Drummond St, Carlton VIC 3053, Australia",4.1,RICHMOND
TWO FIVE ZERO / RICHMOND,"Burnley St, Richmond VIC 3121, Australia",5.0,RICHMOND
Quest Abbotsford,"611 Victoria St, Abbotsford VIC 3067, Australia",4.2,RICHMOND
381 Cremorne Aparthotel,"381 Punt Rd, Cremorne VIC 3121, Australia",4.4,RICHMOND
Pullman Melbourne On the Park,"192 Wellington Parade, East Melbourne VIC 3002, Australia",4.1,RICHMOND
Hotel Claremont Guesthouse,"189 Toorak Rd, South Yarra VIC 3141, Australia",4.0,RICHMOND
Australian Home Away @ Richmond,"9 Egan St, Richmond VIC 3121, Australia",4.3,RICHMOND
Lilydale Motor Inn,"474 Maroondah Hwy, Lilydale VIC 3140, Australia",3.4,LILYDALE
Eocono Lodge Lilydale,"472-474 Maroondah Hwy, Lilydale VIC 3140, Australia",0.0,LILYDALE
York On Lilydale,"138 York Rd, Mount Evelyn VIC 3796, Australia",4.0,LILYDALE
Yarra Valley Motel,"418-420 Main St, Lilydale VIC 3140, Australia",4.5,LILYDALE
The Oaks Lilydale,"500 Maroondah Hwy, Lilydale VIC 3140, Australia",5.0,LILYDALE
Nightcap at York on Lilydale,"138 York Rd, Mount Evelyn VIC 3796, Australia",4.0,LILYDALE
Foothills Conference Centre,"48 Edinburgh Rd, Mooroolbark VIC 3138, Australia",4.3,LILYDALE
Holly Lodge,"7 Erith Ln, Kalorama VIC 3766, Australia",4.4,LILYDALE
Dorset Gardens Hotel,"335 Dorset Rd, Croydon VIC 3136, Australia",3.8,LILYDALE
Victoria House Motor Inn,"331 Maroondah Hwy, Croydon VIC 3136, Australia",4.5,LILYDALE
Lilydale Pine Hill Caravan Park,"105 Warburton Hwy, Lilydale VIC 3140, Australia",4.0,LILYDALE
Japanese Mountain Retreat Mineral Springs & Spa,"14 Mountain Cres, Montrose VIC 3765, Australia",4.1,LILYDALE
Yarra Valley Lodge,"2 Heritage Ave, Chirnside Park VIC 3116, Australia",4.3,LILYDALE
Lilydale 3 Bedroom Gill's Cottage,"14 Anderson St, Lilydale VIC 3140, Australia",0.0,LILYDALE
Dalblair,"65 Ducks Ln, Seville VIC 3139, Australia",5.0,LILYDALE
CountryPlace,"180 Olinda Creek Rd, Kalorama VIC 3766, Australia",4.4,LILYDALE
Balinese Spa Retreat,"14 Mountain Cres, Montrose VIC 3765, Australia",4.6,LILYDALE
Yering Gorge Cottages,"215 Victoria Rd, Yering VIC 3770, Australia",4.8,LILYDALE
Bungunyah Apartments,"211 Dorset Rd, Croydon VIC 3136, Australia",4.5,LILYDALE
Ringwood Motel,"442 Maroondah Hwy, Croydon VIC 3136, Australia",2.9,LILYDALE
Country Roads Motor Inn,"197 Henty Hwy, Warracknabeal VIC 3393, Australia",4.0,WARRACKNABEAL
Warrack Motel,"2 Lyle St, Warracknabeal VIC 3393, Australia",3.8,WARRACKNABEAL
